Interaction Type	oln_id_a	oln_id_b
Protein-Protein Interaction	YOR033C	YOL090W
Protein-Protein Interaction	YOR039W	YGL019W
Protein-Protein Interaction	YOR061W	YGL019W
Protein-Protein Interaction	YOR064C	YJR082C
Protein-Protein Interaction	YOR085W	YDL232W
Protein-Protein Interaction	YOR116C	YBR154C
Protein-Protein Interaction	YOR151C	YDL140C
Protein-Protein Interaction	YOR151C	YHR143W-A
Protein-Protein Interaction	YOR164C	YDL100C
Protein-Protein Interaction	YOR174W	YOL051W
Protein-Protein Interaction	YOR181W	YDR129C
Protein-Protein Interaction	YOR181W	YIL034C
Protein-Protein Interaction	YOR181W	YHR016C
Protein-Protein Interaction	YOR224C	YDL140C
Protein-Protein Interaction	YOR244W	YJL115W
Protein-Protein Interaction	YOR261C	YDL097C
Protein-Protein Interaction	YOR261C	YGL004C
Protein-Protein Interaction	YOR294W	YKL172W
Protein-Protein Interaction	YOR297C	YBR091C
Protein-Protein Interaction	YOR299W	YMR237W
Protein-Protein Interaction	YOR310C	YJR151W-A
Protein-Protein Interaction	YOR316C	YBR207W
Protein-Protein Interaction	YOR327C	YOL018C
Protein-Protein Interaction	YOR329C	YNL084C
Protein-Protein Interaction	YOR361C	YMR146C
Protein-Protein Interaction	YOR368W	YLR288C
Protein-Protein Interaction	YPL008W	YBR060C
Protein-Protein Interaction	YPL011C	YCR042C
Protein-Protein Interaction	YPL042C	YDR477W
Protein-Protein Interaction	YPL075W	YNL199C
Protein-Protein Interaction	YPL093W	YGL111W
Protein-Protein Interaction	YPL096W	YEL037C
Protein-Protein Interaction	YPL129W	YGL150C
Protein-Protein Interaction	YPL135W	YGL018C
Protein-Protein Interaction	YPL135W	YLR369W
Protein-Protein Interaction	YPL138C	YBR060C
Protein-Protein Interaction	YPL153C	YDL101C
Protein-Protein Interaction	YPL153C	YDR217C
Protein-Protein Interaction	YPL156C	YHR034C
Protein-Protein Interaction	YPL161C	YNL090W
Protein-Protein Interaction	YPL195W	YGR261C
Protein-Protein Interaction	YPL204W	YLR182W
Protein-Protein Interaction	YPL233W	YKL089W
Protein-Protein Interaction	YPL235W	YGL167C
Protein-Protein Interaction	YPL237W	YJR007W
Protein-Protein Interaction	YPL240C	YDL246C
Protein-Protein Interaction	YPL240C	YIL143C
Protein-Protein Interaction	YPL248C	YER022W
Protein-Protein Interaction	YPL254W	YGL112C
Protein-Protein Interaction	YPL256C	YBR135W
Protein-Protein Interaction	YPL256C	YBR160W
Protein-Protein Interaction	YPL263C	YOR145C
Protein-Protein Interaction	YPL269W	YER016W
Protein-Protein Interaction	YPR010C	YBR136W
Protein-Protein Interaction	YPR016C	YHR170W
Protein-Protein Interaction	YPR018W	YOR195W
Protein-Protein Interaction	YPR036W	YOR270C
Protein-Protein Interaction	YPR041W	YOR361C
Protein-Protein Interaction	YPR055W	YHR016C
Protein-Protein Interaction	YPR072W	YML098W
Protein-Protein Interaction	YPR091C	YFR024C-A
Protein-Protein Interaction	YPR102C	YOR294W
Protein-Protein Interaction	YPR103W	YFR050C
Protein-Protein Interaction	YPR107C	YLR115W
Protein-Protein Interaction	YPR108W	YFR004W
Protein-Protein Interaction	YPR108W	YFR052W
Protein-Protein Interaction	YPR162C	YBR060C
Protein-Protein Interaction	YPR168W	YOL051W
Protein-Protein Interaction	YPR171W	YBL085W
Protein-Protein Interaction	YPR181C	YIL109C
Protein-Protein Interaction	YBL030C	Q0250
Protein-Protein Interaction	YBL045C	Q0045
Protein-Protein Interaction	YBL045C	Q0250
Protein-Protein Interaction	YBL045C	YBL030C
Protein-Protein Interaction	YBL046W	YBL003C
Protein-Protein Interaction	YBL071W-A	YAL020C
Protein-Protein Interaction	YBL075C	YAL005C
Protein-Protein Interaction	YBL078C	YBL058W
Protein-Protein Interaction	YBL085W	YAL041W
Protein-Protein Interaction	YBL097W	YAL024C
Protein-Protein Interaction	YOR133W	YLR153C
Protein-Protein Interaction	YBL099W	Q0080
Protein-Protein Interaction	YBL099W	Q0085
Protein-Protein Interaction	YBL099W	Q0130
Protein-Protein Interaction	Q0085	Q0080
Protein-Protein Interaction	Q0250	Q0045
Protein-Protein Interaction	Q0250	Q0105
Protein-Protein Interaction	Q0275	Q0045
Protein-Protein Interaction	snR6	LSR1
Protein-Protein Interaction	YAL030W	YAL014C
Protein-Protein Interaction	YAL033W	NME1
Protein-Protein Interaction	YAL036C	YAL005C
Protein-Protein Interaction	YAL061W	YAL060W
Protein-Protein Interaction	YAR002C-A	YAL007C
Protein-Protein Interaction	YAR002W	YAL005C
Protein-Protein Interaction	YBR130C	YAL029C
Protein-Protein Interaction	YBR211C	YBR107C
Protein-Protein Interaction	YBR195C	YBL085W
Protein-Protein Interaction	YDL147W	YDL097C
Protein-Protein Interaction	YDL182W	YDL131W
Protein-Protein Interaction	YDR057W	YBR201W
Protein-Protein Interaction	YDR099W	YDR001C
Protein-Protein Interaction	YDR176W	YDR167W
Protein-Protein Interaction	YDR201W	YDR016C
Protein-Protein Interaction	YDR238C	YDL145C
Protein-Protein Interaction	YDR260C	YBL084C
Protein-Protein Interaction	YDR362C	YBR123C
Protein-Protein Interaction	YDR448W	YDR176W
Protein-Protein Interaction	YDR482C	YAL032C
Protein-Protein Interaction	YER013W	YAL032C
Protein-Protein Interaction	YER032W	YBL085W
Protein-Protein Interaction	YER094C	YER012W
Protein-Protein Interaction	YER120W	YDR510W
Protein-Protein Interaction	YER127W	YDR299W
Protein-Protein Interaction	YER133W	YBL007C
Protein-Protein Interaction	YER148W	YDR145W
Protein-Protein Interaction	YER177W	YDR130C
Protein-Protein Interaction	YFL023W	YER133W
Protein-Protein Interaction	YFR010W	YDL007W
Protein-Protein Interaction	YFR028C	YDL042C
Protein-Protein Interaction	YFR050C	YER016W
Protein-Protein Interaction	YGL006W	YDL123W
Protein-Protein Interaction	YGL012W	YGL001C
Protein-Protein Interaction	YGL061C	YDR016C
Protein-Protein Interaction	YGL070C	YDL140C
Protein-Protein Interaction	YGL077C	YDL222C
Protein-Protein Interaction	YGL112C	YER148W
Protein-Protein Interaction	YGL115W	YDR477W
Protein-Protein Interaction	YGL190C	YDL134C
Protein-Protein Interaction	YGL241W	YDR225W
Protein-Protein Interaction	YGR005C	YDL140C
Protein-Protein Interaction	YGR081C	YBR247C
Protein-Protein Interaction	YGR092W	YBR118W
Protein-Protein Interaction	YGR156W	YDR301W
Protein-Protein Interaction	YGR163W	YBR077C
Protein-Protein Interaction	YGR163W	YCR015C
Protein-Protein Interaction	YGR195W	YCR035C
Protein-Protein Interaction	YGR203W	YGR163W
Protein-Protein Interaction	YGR252W	YDR225W
Protein-Protein Interaction	YHR005C-A	YEL020W-A
Protein-Protein Interaction	YHR058C	YDL140C
Protein-Protein Interaction	YHR110W	YGR284C
Protein-Protein Interaction	YHR160C	YDR142C
Protein-Protein Interaction	YHR172W	YDR356W
Protein-Protein Interaction	YIL061C	YER172C
Protein-Protein Interaction	YJL041W	YDR159W
Protein-Protein Interaction	YJL061W	YIL115C
Protein-Protein Interaction	YJL081C	YBR231C
Protein-Protein Interaction	YJL081C	YGR002C
Protein-Protein Interaction	YJL095W	YDL006W
Protein-Protein Interaction	YJL149W	YDL132W
Protein-Protein Interaction	YJL173C	YAR007C
Protein-Protein Interaction	YJR005W	YBL037W
Protein-Protein Interaction	YJR012C	YDR142C
Protein-Protein Interaction	YJR083C	YFR024C-A
Protein-Protein Interaction	YJR072C	YBR154C
Protein-Protein Interaction	YJR093C	YAL043C
Protein-Protein Interaction	YJR109C	YJL130C
Protein-Protein Interaction	YKL095W	YDR416W
Protein-Protein Interaction	YKL108W	YJL090C
Protein-Protein Interaction	YKL144C	YJL011C
Protein-Protein Interaction	YKL177W	YGR208W
Protein-Protein Interaction	YKL203C	YER133W
Protein-Protein Interaction	YKR007W	YGR163W
Protein-Protein Interaction	YKR068C	YBR254C
Protein-Protein Interaction	YLL022C	YBR010W
Protein-Protein Interaction	YLL039C	YDR054C
Protein-Protein Interaction	YLL041C	YKL148C
Protein-Protein Interaction	YLR008C	YJL104W
Protein-Protein Interaction	YLR015W	YHR119W
Protein-Protein Interaction	YLR026C	YBL050W
Protein-Protein Interaction	YLR055C	YGR252W
Protein-Protein Interaction	YLR071C	YDL140C
Protein-Protein Interaction	YPR152C	YLL036C
Protein-Protein Interaction	YLR079W	YBR160W
Protein-Protein Interaction	YLR079W	YFL009W
Protein-Protein Interaction	YLR127C	YDL008W
Protein-Protein Interaction	YLR175W	YDL208W
Protein-Protein Interaction	YLR182W	YHR030C
Protein-Protein Interaction	YLR200W	YAL005C
Protein-Protein Interaction	YLR218C	YGR033C
Protein-Protein Interaction	YLR268W	YDR498C
Protein-Protein Interaction	YLR347C	YAR002W
Protein-Protein Interaction	YLR378C	YDR086C
Protein-Protein Interaction	YLR397C	YIL115C
Protein-Protein Interaction	YML007W	YBR216C
Protein-Protein Interaction	YML023C	YDR510W
Protein-Protein Interaction	YML030W	Q0250
Protein-Protein Interaction	YML043C	YBL014C
Protein-Protein Interaction	YML081C-A	YJR121W
Protein-Protein Interaction	YML098W	YER148W
Protein-Protein Interaction	YML114C	YML015C
Protein-Protein Interaction	YMR026C	YDR265W
Protein-Protein Interaction	YMR047C	YKL068W
Protein-Protein Interaction	YMR077C	YAL047C
Protein-Protein Interaction	YMR120C	YJL153C
Protein-Protein Interaction	YMR149W	YBR106W
Protein-Protein Interaction	YMR183C	YGR009C
Protein-Protein Interaction	YMR192W	YFR024C-A
Protein-Protein Interaction	YMR197C	YGL212W
Protein-Protein Interaction	YMR205C	YGR240C
Protein-Protein Interaction	YMR223W	YBR081C
Protein-Protein Interaction	YMR237W	YJL099W
Protein-Protein Interaction	YMR308C	YFR002W
Protein-Protein Interaction	YNL031C	YDR440W
Protein-Protein Interaction	YNL061W	YER006W
Protein-Protein Interaction	YNL064C	YCL037C
Protein-Protein Interaction	YNL075W	YJR002W
Protein-Protein Interaction	YNL102W	YIR008C
Protein-Protein Interaction	YNL124W	YDL208W
Protein-Protein Interaction	YNL138W	YDR388W
Protein-Protein Interaction	YNL172W	YDR260C
Protein-Protein Interaction	YNL201C	YGR063C
Protein-Protein Interaction	YNL298W	YDR162C
Protein-Protein Interaction	YNL317W	YKL059C
Protein-Protein Interaction	YNL325C	YLR386W
Protein-Protein Interaction	YNL330C	YCR084C
Protein-Protein Interaction	YNR054C	YDR365C
Protein-Protein Interaction	YOL013C	YMR022W
Protein-Protein Interaction	YOL021C	YDL111C
Protein-Protein Interaction	YOL039W	YDR418W
Protein-Protein Interaction	YOL069W	YDR318W
Protein-Protein Interaction	YOL070C	YBL085W
Protein-Protein Interaction	YOL139C	YER165W
Protein-Protein Interaction	YOL147C	YNL307C
Protein-Protein Interaction	YOL148C	YDR145W
Protein-Protein Interaction	YOR032C	YNL289W
Protein-Protein Interaction	YOR085W	YJL002C
Protein-Protein Interaction	YOR136W	YNL037C
Protein-Protein Interaction	YOR181W	YGR136W
Protein-Protein Interaction	YOR181W	YHR114W
Protein-Protein Interaction	YOR250C	YDR228C
Protein-Protein Interaction	YOR254C	YLR292C
Protein-Protein Interaction	YOR259C	YIL007C
Protein-Protein Interaction	YOR260W	YJR007W
Protein-Protein Interaction	YOR262W	YJR072C
Protein-Protein Interaction	YOR290C	YJL176C
Protein-Protein Interaction	YOR319W	YML049C
Protein-Protein Interaction	YOR340C	YDR510W
Protein-Protein Interaction	YOR370C	YKR014C
Protein-Protein Interaction	YPL020C	YNL189W
Protein-Protein Interaction	YPL042C	YNL025C
Protein-Protein Interaction	YPL063W	YNR017W
Protein-Protein Interaction	YPL082C	YDR510W
Protein-Protein Interaction	YPL101W	YGR200C
Protein-Protein Interaction	YPL129W	YBL052C
Protein-Protein Interaction	YPL139C	YNL330C
Protein-Protein Interaction	YER164W	YBR010W
Protein-Protein Interaction	YPL151C	YAL032C
Protein-Protein Interaction	YPL157W	YNR004W
Protein-Protein Interaction	YPL180W	YJR066W
Protein-Protein Interaction	YPL203W	YAL038W
Protein-Protein Interaction	YPL224C	YCL027W
Protein-Protein Interaction	YPL233W	YGR179C
Protein-Protein Interaction	YPL249C	YOR117W
Protein-Protein Interaction	YPL254W	YLR055C
Protein-Protein Interaction	YPR018W	YBR010W
Protein-Protein Interaction	YPR019W	YMR048W
Protein-Protein Interaction	YPR032W	YOR326W
Protein-Protein Interaction	YPR034W	YJL176C
Protein-Protein Interaction	YPR064W	YBL074C
Protein-Protein Interaction	YPR101W	YLL036C
Protein-Protein Interaction	YPR107C	YAL043C
Protein-Protein Interaction	YPR107C	YJR093C
Protein-Protein Interaction	YPR110C	YOR341W
Protein-Protein Interaction	YPR117W	YOL088C
Protein-Protein Interaction	YPR129W	YDL160C
Protein-Protein Interaction	YPR151C	YER118C
Protein-Protein Interaction	YPR162C	YJL194W
Protein-Protein Interaction	YPR162C	YML065W
Protein-Protein Interaction	YPR173C	YLR181C
Protein-Protein Interaction	YPR175W	YNL262W
Protein-Protein Interaction	YPR181C	YPL085W
Protein-Protein Interaction	YPR189W	YGL213C
Protein-Protein Interaction	YBL105C	YBL007C
Protein-Protein Interaction	YBL105C	YBL039C
Protein-Protein Interaction	YBR198C	YBR010W
Protein-Protein Interaction	YIL126W	YNL030W
Protein-Protein Interaction	YJR082C	YNL031C
Protein-Protein Interaction	YDR385W	YLR172C
Protein-Protein Interaction	YBR010W	YBL052C
Protein-Protein Interaction	YGL190C	YNL030W
Protein-Protein Interaction	YMR072W	YNL030W
Protein-Protein Interaction	YDR385W	YGR187C
Protein-Protein Interaction	YNL031C	YNL030W
Protein-Protein Interaction	YLR141W	YBR010W
Protein-Protein Interaction	YBR010W	YNL030W
Protein-Protein Interaction	YMR176W	YNL030W
Protein-Protein Interaction	YLR141W	YNL031C
Protein-Protein Interaction	YNL031C	YBR009C
Protein-Protein Interaction	YPR080W	YDR385W
Protein-Protein Interaction	YOR133W	YNL313C
Protein-Protein Interaction	YBR118W	YKL125W
Protein-Protein Interaction	YOR064C	YNL031C
Protein-Protein Interaction	YOR064C	YBR010W
Protein-Protein Interaction	YPR080W	YPL226W
Protein-Protein Interaction	YHR099W	YNL031C
Protein-Protein Interaction	YHR099W	YBR010W
Protein-Protein Interaction	YBR118W	YOR133W
Protein-Protein Interaction	YKR029C	YNL031C
Protein-Protein Interaction	YDR385W	YGR252W
Protein-Protein Interaction	YMR033W	YNL030W
Protein-Protein Interaction	YKR029C	YBR010W
Protein-Protein Interaction	YLL022C	YBR009C
Protein-Protein Interaction	YLR007W	YDR288W
Protein-Protein Interaction	YBR009C	YBL002W
Protein-Protein Interaction	YAR007C	YAL019W
Protein-Protein Interaction	YBR009C	YBL003C
Protein-Protein Interaction	YBR010W	YAR002W
Protein-Protein Interaction	YBR010W	YAR003W
Protein-Protein Interaction	YBR010W	YBL003C
Protein-Protein Interaction	YBR010W	YBL008W
Protein-Protein Interaction	YBR020W	YBR010W
Protein-Protein Interaction	YBR023C	YBL061C
Protein-Protein Interaction	YAR028W	YAR027W
Protein-Protein Interaction	YAR030C	YAR027W
Protein-Protein Interaction	YBL003C	YBL002W
Protein-Protein Interaction	YBL018C	YAL033W
Protein-Protein Interaction	YBL023C	YAR007C
Protein-Protein Interaction	YBR034C	YAL021C
Protein-Protein Interaction	YBR034C	YBR009C
Protein-Protein Interaction	YBR037C	Q0250
Protein-Protein Interaction	YBR039W	YBL099W
Protein-Protein Interaction	YBR059C	YBL047C
Protein-Protein Interaction	YBR079C	YAL035W
Protein-Protein Interaction	YBR080C	YBL050W
Protein-Protein Interaction	YBR081C	YBR010W
Protein-Protein Interaction	YBR083W	YBL016W
Protein-Protein Interaction	YBR084W	YBL022C
Protein-Protein Interaction	YBR087W	YBL035C
Protein-Protein Interaction	YBR088C	YBL019W
Protein-Protein Interaction	YBR088C	YBR087W
Protein-Protein Interaction	YBR089C-A	YBL002W
Protein-Protein Interaction	YBR089C-A	YBL003C
Protein-Protein Interaction	YBR089C-A	YBR009C
Protein-Protein Interaction	YBR089C-A	YBR010W
Protein-Protein Interaction	YBR095C	YAL013W
Protein-Protein Interaction	YBR101C	YAL005C
Protein-Protein Interaction	YBR108W	YBL007C
Protein-Protein Interaction	YBR109C	YAL029C
Protein-Protein Interaction	YBR109C	YAR064W
Protein-Protein Interaction	YBR109C	YBR011C
Protein-Protein Interaction	YBR109C	YBR050C
Protein-Protein Interaction	YBR111W-A	YBL002W
Protein-Protein Interaction	YBR111W-A	YBR010W
Protein-Protein Interaction	YBR111W-A	YBR081C
Protein-Protein Interaction	YBR112C	YBL103C
Protein-Protein Interaction	YBR115C	YBR101C
Protein-Protein Interaction	YBR118W	YAL003W
Protein-Protein Interaction	YBR119W	YAL029C
Protein-Protein Interaction	YBR119W	YBL074C
Protein-Protein Interaction	YBR128C	YBR097W
Protein-Protein Interaction	YBR130C	YBR119W
Protein-Protein Interaction	YBR135W	YAR027W
Protein-Protein Interaction	YBR136W	YAR007C
Protein-Protein Interaction	YBR149W	YBL005W
Protein-Protein Interaction	YBR155W	YAL005C
Protein-Protein Interaction	YBR160W	YAL019W
Protein-Protein Interaction	YBR160W	YAL024C
Protein-Protein Interaction	YBR160W	YAL028W
Protein-Protein Interaction	YBR160W	YAL031C
Protein-Protein Interaction	YBR160W	YAR002W
Protein-Protein Interaction	YBR160W	YBL013W
Protein-Protein Interaction	YBR160W	YBL105C
Protein-Protein Interaction	YBR160W	YBR038W
Protein-Protein Interaction	YBR160W	YBR060C
Protein-Protein Interaction	YBR160W	YBR098W
Protein-Protein Interaction	YBR160W	YBR102C
Protein-Protein Interaction	YBR160W	YBR138C
Protein-Protein Interaction	YBR161W	YBR036C
Protein-Protein Interaction	YBR167C	YAL033W
Protein-Protein Interaction	YBR169C	YAL005C
Protein-Protein Interaction	YBR175W	YAR003W
Protein-Protein Interaction	YBR175W	YBR010W
Protein-Protein Interaction	YBR193C	YBL093C
Protein-Protein Interaction	YBR195C	YBR009C
Protein-Protein Interaction	YBR195C	YBR010W
Protein-Protein Interaction	YBR198C	YBR081C
Protein-Protein Interaction	YBR200W	YBL085W
Protein-Protein Interaction	YBR200W	YBR160W
Protein-Protein Interaction	YBR201W	YBR170C
Protein-Protein Interaction	YBR202W	YBL023C
Protein-Protein Interaction	YBR211C	YAL034W-A
Protein-Protein Interaction	YBR213W	YBR109C
Protein-Protein Interaction	YBR215W	YBL008W
Protein-Protein Interaction	YBR217W	YBR166C
Protein-Protein Interaction	YBR221C	YBR208C
Protein-Protein Interaction	YBR229C	YBR109C
Protein-Protein Interaction	YBR231C	YAL011W
Protein-Protein Interaction	YBR243C	YBR070C
Protein-Protein Interaction	YBR245C	YBL002W
Protein-Protein Interaction	YBR245C	YBL003C
Protein-Protein Interaction	YBR245C	YBR009C
Protein-Protein Interaction	YBR245C	YBR010W
Protein-Protein Interaction	YBR251W	YBR146W
Protein-Protein Interaction	YBR253W	YBR193C
Protein-Protein Interaction	YBR257W	YAL033W
Protein-Protein Interaction	YBR257W	YBL018C
Protein-Protein Interaction	YBR257W	YBR167C
Protein-Protein Interaction	YBR258C	YAR003W
Protein-Protein Interaction	YBR258C	YBR175W
Protein-Protein Interaction	YBR283C	YBR106W
Protein-Protein Interaction	YBR289W	YBL008W
Protein-Protein Interaction	YCL010C	YBR010W
Protein-Protein Interaction	YCL010C	YBR081C
Protein-Protein Interaction	YCL010C	YBR198C
Protein-Protein Interaction	YCL014W	YBR160W
Protein-Protein Interaction	YCL024W	YBL085W
Protein-Protein Interaction	YCL027W	YAL031C
Protein-Protein Interaction	YCL027W	YBR160W
Protein-Protein Interaction	YCL034W	YBL007C
Protein-Protein Interaction	YCR060W	YCL028W
Protein-Protein Interaction	YCL051W	YBR160W
Protein-Protein Interaction	YCL057C-A	YBR262C
Protein-Protein Interaction	YCL059C	YBL072C
Protein-Protein Interaction	YCL059C	YBR031W
Protein-Protein Interaction	YCL059C	YBR247C
Protein-Protein Interaction	YCL061C	YBL023C
Protein-Protein Interaction	YCL066W	YBL002W
Protein-Protein Interaction	YCL067C	YCL066W
Protein-Protein Interaction	YCR002C	YCL024W
Protein-Protein Interaction	YCR009C	YBR095C
Protein-Protein Interaction	YDL042C	YDL013W
Protein-Protein Interaction	YCR009C	YBR108W
Protein-Protein Interaction	YCR030C	YBL007C
Protein-Protein Interaction	YCR030C	YBL047C
Protein-Protein Interaction	YCR033W	YBR103W
Protein-Protein Interaction	YCR042C	YBR198C
Protein-Protein Interaction	YCR043C	YAL023C
Protein-Protein Interaction	YCR052W	YBR009C
Protein-Protein Interaction	YCR052W	YCR020W-B
Protein-Protein Interaction	YCR057C	YCL031C
Protein-Protein Interaction	YCR065W	YBR160W
Protein-Protein Interaction	YCR066W	YAR007C
Protein-Protein Interaction	YCR066W	YBR088C
Protein-Protein Interaction	YCR084C	YBR009C
Protein-Protein Interaction	YCR084C	YBR010W
Protein-Protein Interaction	YCR084C	YBR089C-A
Protein-Protein Interaction	YCR084C	YCL067C
Protein-Protein Interaction	YCR084C	YCR039C
Protein-Protein Interaction	YCR086W	YAL034W-A
